"token","token_length","is_numeric_token","token_type","numeric_value"
"in",2,FALSE,"Character",NA
"large",5,FALSE,"Character",NA
"parts",5,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"country",7,FALSE,"Character",NA
"particularly",12,FALSE,"Character",NA
"those",5,FALSE,"Character",NA
"with",4,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"more",4,FALSE,"Character",NA
"cosmopolitan",12,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"secular",7,FALSE,"Character",NA
"outlook",7,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"parts",5,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"country",7,FALSE,"Character",NA
"with",4,FALSE,"Character",NA
"strong",6,FALSE,"Character",NA
"regional",8,FALSE,"Character",NA
"identities",10,FALSE,"Character",NA
"such",4,FALSE,"Character",NA
"as",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"south10",7,FALSE,"Character",NA
"richer",6,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"more",4,FALSE,"Character",NA
"economically",12,FALSE,"Character",NA
"dynamic",7,FALSE,"Character",NA
"than",4,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"northern",8,FALSE,"Character",NA
"states",6,FALSE,"Character",NA
"where",5,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"bjp",3,FALSE,"Character",NA
"remains",7,FALSE,"Character",NA
"very",4,FALSE,"Character",NA
"popular",7,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"same",4,FALSE,"Character",NA
"vein",4,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"bjp’s",5,FALSE,"Character",NA
"viksit",6,FALSE,"Character",NA
"bharat",6,FALSE,"Character",NA
"sankalp",7,FALSE,"Character",NA
"action",6,FALSE,"Character",NA
"plan",4,FALSE,"Character",NA
"which",5,FALSE,"Character",NA
"aims",4,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"transform",9,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"into",4,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"developed",9,FALSE,"Character",NA
"country",7,FALSE,"Character",NA
"by",2,FALSE,"Character",NA
"also",4,FALSE,"Character",NA
"fell",4,FALSE,"Character",NA
"flat",4,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"country",7,FALSE,"Character",NA
"facing",6,FALSE,"Character",NA
"high",4,FALSE,"Character",NA
"levels",6,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"inequality",10,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"youth",5,FALSE,"Character",NA
"unemployment11",14,FALSE,"Character",NA
"astha",5,FALSE,"Character",NA
"rajvanshi",9,FALSE,"Character",NA
"surprising",10,FALSE,"Character",NA
"takeaways",9,FALSE,"Character",NA
"from",4,FALSE,"Character",NA
"india’s",7,FALSE,"Character",NA
"election",8,FALSE,"Character",NA
"results",7,FALSE,"Character",NA
"time",4,FALSE,"Character",NA
"june",4,FALSE,"Character",NA
"https",5,FALSE,"Character",NA
"time.com",8,FALSE,"Character",NA
"indias",6,FALSE,"Character",NA
"election",8,FALSE,"Character",NA
"results",7,FALSE,"Character",NA
"takeaways",9,FALSE,"Character",NA
"rahul",5,FALSE,"Character",NA
"roy",3,FALSE,"Character",NA
"chaudhury",9,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"modi",4,FALSE,"Character",NA
"coalition",9,FALSE,"Character",NA
"government",10,FALSE,"Character",NA
"challenges",10,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"priorities",10,FALSE,"Character",NA
"international",13,FALSE,"Character",NA
"institute",9,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"strategic",9,FALSE,"Character",NA
"studies",7,FALSE,"Character",NA
"iiss",4,FALSE,"Character",NA
"june",4,FALSE,"Character",NA
"https",5,FALSE,"Character",NA
"www.iiss.org",12,FALSE,"Character",NA
"online",6,FALSE,"Character",NA
"analysis",8,FALSE,"Character",NA
"online",6,FALSE,"Character",NA
"analysis",8,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"modi",4,FALSE,"Character",NA
"coalition",9,FALSE,"Character",NA
"government",10,FALSE,"Character",NA
"challenges",10,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"priorities",10,FALSE,"Character",NA
"ibid",4,FALSE,"Character",NA
"ibid",4,FALSE,"Character",NA
"ibid",4,FALSE,"Character",NA
"ibid",4,FALSE,"Character",NA
"ibid",4,FALSE,"Character",NA
"chietigj",8,FALSE,"Character",NA
"bajpaee",7,FALSE,"Character",NA
"india’s",7,FALSE,"Character",NA
"shock",5,FALSE,"Character",NA
"election",8,FALSE,"Character",NA
"result",6,FALSE,"Character",NA
"is",2,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"loss",4,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"modi",4,FALSE,"Character",NA
"but",3,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"win",3,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"democracy",9,FALSE,"Character",NA
"chatham",7,FALSE,"Character",NA
"house",5,FALSE,"Character",NA
"june",4,FALSE,"Character",NA
"https",5,FALSE,"Character",NA
"www.chathamhouse",16,FALSE,"Character",NA
"org",3,FALSE,"Character",NA
"indias",6,FALSE,"Character",NA
"shock",5,FALSE,"Character",NA
"election",8,FALSE,"Character",NA
"result",6,FALSE,"Character",NA
"loss",4,FALSE,"Character",NA
"modi",4,FALSE,"Character",NA
"win",3,FALSE,"Character",NA
"democracy",9,FALSE,"Character",NA
"ibid",4,FALSE,"Character",NA
"policy",6,FALSE,"Character",NA
"paper",5,FALSE,"Character",NA
"n",1,FALSE,"Character",NA
"june",4,FALSE,"Character",NA
"retrospective",13,FALSE,"Character",NA
"analysis",8,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"indian",6,FALSE,"Character",NA
"elections",9,FALSE,"Character",NA
"bjp",3,FALSE,"Character",NA
"wins",4,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"general",7,FALSE,"Character",NA
"elections",9,FALSE,"Character",NA
"against",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"strengthening",13,FALSE,"Character",NA
"opposition",10,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"bloc",4,FALSE,"Character",NA
"seats",5,FALSE,"Character",NA
"won",3,FALSE,"Character",NA
"by",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"bjp",3,FALSE,"Character",NA
"bloc",4,FALSE,"Character",NA
"baratiya",8,FALSE,"Character",NA
"janata",6,FALSE,"Character",NA
"party",5,FALSE,"Character",NA
"bjp",3,FALSE,"Character",NA
"telugu",6,FALSE,"Character",NA
"desam",5,FALSE,"Character",NA
"party",5,FALSE,"Character",NA
"tdp",3,FALSE,"Character",NA
"janata",6,FALSE,"Character",NA
"dal",3,FALSE,"Character",NA
"united",6,FALSE,"Character",NA
"shiv",4,FALSE,"Character",NA
"sena",4,FALSE,"Character",NA
"shinde",6,FALSE,"Character",NA
"lok",3,FALSE,"Character",NA
"janashakti",10,FALSE,"Character",NA
"party",5,FALSE,"Character",NA
"ram",3,FALSE,"Character",NA
"vilas",5,FALSE,"Character",NA
"rashtriya",9,FALSE,"Character",NA
"lok",3,FALSE,"Character",NA
"dal",3,FALSE,"Character",NA
"rld",3,FALSE,"Character",NA
"janata",6,FALSE,"Character",NA
"dal",3,FALSE,"Character",NA
"secular",7,FALSE,"Character",NA
"jd",2,FALSE,"Character",NA
"s",1,FALSE,"Character",NA
"janasena",8,FALSE,"Character",NA
"party",5,FALSE,"Character",NA
"united",6,FALSE,"Character",NA
"people’s",8,FALSE,"Character",NA
"party",5,FALSE,"Character",NA
"asom",4,FALSE,"Character",NA
"gana",4,FALSE,"Character",NA
"parishad",8,FALSE,"Character",NA
"apna",4,FALSE,"Character",NA
"dal",3,FALSE,"Character",NA
"soneylal",8,FALSE,"Character",NA
"sikkim",6,FALSE,"Character",NA
"krantikari",10,FALSE,"Character",NA
"morcha",6,FALSE,"Character",NA
"skm",3,FALSE,"Character",NA
"hindustani",10,FALSE,"Character",NA
"awam",4,FALSE,"Character",NA
"morcha",6,FALSE,"Character",NA
"ajsu",4,FALSE,"Character",NA
"party",5,FALSE,"Character",NA
"ajsup",5,FALSE,"Character",NA
"nationalist",11,FALSE,"Character",NA
"congress",8,FALSE,"Character",NA
"party",5,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"resurgence",10,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"congress",8,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"indian",6,FALSE,"Character",NA
"legislative",11,FALSE,"Character",NA
"elections",9,FALSE,"Character",NA
"were",4,FALSE,"Character",NA
"also",4,FALSE,"Character",NA
"characterized",13,FALSE,"Character",NA
"by",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"resurgence",10,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"historic",8,FALSE,"Character",NA
"congress",8,FALSE,"Character",NA
"party",5,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"indian",6,FALSE,"Character",NA
"political",9,FALSE,"Character",NA
"landscape",9,FALSE,"Character",NA
"nearly",6,FALSE,"Character",NA
"doubling",8,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"tally",5,FALSE,"Character",NA
"by",2,FALSE,"Character",NA
"obtaining",9,FALSE,"Character",NA
"seats",5,FALSE,"Character",NA
"overall",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"opposition",10,FALSE,"Character",NA
"grouped",7,FALSE,"Character",NA
"around",6,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"alliance",8,FALSE,"Character",NA
"obtained",8,FALSE,"Character",NA
"seats",5,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"famous",6,FALSE,"Character",NA
"party",5,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"nehru",5,FALSE,"Character",NA
"gandhi",6,FALSE,"Character",NA
"lineage",7,FALSE,"Character",NA
"had",3,FALSE,"Character",NA
"become",6,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"shadow",6,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"former",6,FALSE,"Character",NA
"self",4,FALSE,"Character",NA
"after",5,FALSE,"Character",NA
"suffering",9,FALSE,"Character",NA
"two",3,FALSE,"Character",NA
"humiliating",11,FALSE,"Character",NA
"defeats",7,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"against",7,FALSE,"Character",NA
"modi’s",6,FALSE,"Character",NA
"bjp",3,FALSE,"Character",NA
"however",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"strong",6,FALSE,"Character",NA
"electoral",9,FALSE,"Character",NA
"results",7,FALSE,"Character",NA
"achieved",8,FALSE,"Character",NA
"by",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"oldest",6,FALSE,"Character",NA
"indian",6,FALSE,"Character",NA
"political",9,FALSE,"Character",NA
"party",5,FALSE,"Character",NA
"undoubtedly",11,FALSE,"Character",NA
"mark",4,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"return",6,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"forefront",9,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"indian",6,FALSE,"Character",NA
"political",9,FALSE,"Character",NA
"stage",5,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"electoral",9,FALSE,"Character",NA
"program",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"leader",6,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"congress",8,FALSE,"Character",NA
"party",5,FALSE,"Character",NA
"promised",8,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"provide",7,FALSE,"Character",NA
"100,000",7,FALSE,"Character",NA
"rupees",6,FALSE,"Character",NA
"1,100",5,FALSE,"Character",NA
"annually",8,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"each",4,FALSE,"Character",NA
"poor",4,FALSE,"Character",NA
"indian",6,FALSE,"Character",NA
"family",6,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"jobs",4,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"young",5,FALSE,"Character",NA
"people",6,FALSE,"Character",NA
"while",5,FALSE,"Character",NA
"also",4,FALSE,"Character",NA
"pledging",8,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"protect",7,FALSE,"Character",NA
"religious",9,FALSE,"Character",NA
"minorities",10,FALSE,"Character",NA
"which",5,FALSE,"Character",NA
"appears",7,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"have",4,FALSE,"Character",NA
"resonated",9,FALSE,"Character",NA
"with",4,FALSE,"Character",NA
"voters12",8,FALSE,"Character",NA
"furthermore",11,FALSE,"Character",NA
"gandhi’s",8,FALSE,"Character",NA
"electoral",9,FALSE,"Character",NA
"alliance",8,FALSE,"Character",NA
"strategy",8,FALSE,"Character",NA
"with",4,FALSE,"Character",NA
"regional",8,FALSE,"Character",NA
"parties",7,FALSE,"Character",NA
"proved",6,FALSE,"Character",NA
"fruitful",8,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"both",4,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"congress",8,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"partners",8,FALSE,"Character",NA
"enabling",8,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"opposition",10,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"make",4,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"strong",6,FALSE,"Character",NA
"comeback",8,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"lok",3,FALSE,"Character",NA
"sabha",5,FALSE,"Character",NA
"albeit",6,FALSE,"Character",NA
"remaining",9,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"minority",8,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"result",6,FALSE,"Character",NA
"is",2,FALSE,"Character",NA
"surprising",10,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"opposition",10,FALSE,"Character",NA
"has",3,FALSE,"Character",NA
"managed",7,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"pull",4,FALSE,"Character",NA
"off",3,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"unexpected",10,FALSE,"Character",NA
"political",9,FALSE,"Character",NA
"analyst",7,FALSE,"Character",NA
"rashid",6,FALSE,"Character",NA
"kidwai",6,FALSE,"Character",NA
"told",4,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"bbc",3,FALSE,"Character",NA
"according",9,FALSE,"Character",NA
"kidawi",6,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"credit",6,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"opposition’s",12,FALSE,"Character",NA
"performance",11,FALSE,"Character",NA
"largely",7,FALSE,"Character",NA
"goes",4,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"mr",2,FALSE,"Character",NA
"gandhi",6,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"much",4,FALSE,"Character",NA
"criticized",10,FALSE,"Character",NA
"scion",5,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"nehru",5,FALSE,"Character",NA
"gandhi",6,FALSE,"Character",NA
"dynasty",7,FALSE,"Character",NA
"he’s",4,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"fifth",5,FALSE,"Character",NA
"generation",10,FALSE,"Character",NA
"dynast",6,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"came",4,FALSE,"Character",NA
"with",4,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"lot",3,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"historical",10,FALSE,"Character",NA
"baggage",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"mainstream",10,FALSE,"Character",NA
"media",5,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"was",3,FALSE,"Character",NA
"very",4,FALSE,"Character",NA
"hostile",7,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"him",3,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"social",6,FALSE,"Character",NA
"media",5,FALSE,"Character",NA
"didn’t",6,FALSE,"Character",NA
"take",4,FALSE,"Character",NA
"him",3,FALSE,"Character",NA
"seriously",9,FALSE,"Character",NA
"he",2,FALSE,"Character",NA
"was",3,FALSE,"Character",NA
"targeted",8,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"projected",9,FALSE,"Character",NA
"as",2,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"non",3,FALSE,"Character",NA
"serious",7,FALSE,"Character",NA
"politician",10,FALSE,"Character",NA
"who",3,FALSE,"Character",NA
"took",4,FALSE,"Character",NA
"too",3,FALSE,"Character",NA
"many",4,FALSE,"Character",NA
"holidays",8,FALSE,"Character",NA
"but",3,FALSE,"Character",NA
"mr",2,FALSE,"Character",NA
"kidwai",6,FALSE,"Character",NA
"said",4,FALSE,"Character",NA
"he",2,FALSE,"Character",NA
"overcame",8,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"odds",4,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"recent",6,FALSE,"Character",NA
"years",5,FALSE,"Character",NA
"worked",6,FALSE,"Character",NA
"hard",4,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"change",6,FALSE,"Character",NA
"that",4,FALSE,"Character",NA
"impression",10,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"himself",7,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"his",3,FALSE,"Character",NA
"party",5,FALSE,"Character",NA
"during",6,FALSE,"Character",NA
"his",3,FALSE,"Character",NA
"bharat",6,FALSE,"Character",NA
"jodo",4,FALSE,"Character",NA
"yatra",5,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"nyay",4,FALSE,"Character",NA
"march",5,FALSE,"Character",NA
"through",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"length",6,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"breadth",7,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"country",7,FALSE,"Character",NA
"he",2,FALSE,"Character",NA
"met",3,FALSE,"Character",NA
"millions",8,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"people",6,FALSE,"Character",NA
"which",5,FALSE,"Character",NA
"added",5,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"his",3,FALSE,"Character",NA
"stature",7,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"won",3,FALSE,"Character",NA
"him",3,FALSE,"Character",NA
"lots",4,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"support",7,FALSE,"Character",NA
"it",2,FALSE,"Character",NA
"also",4,FALSE,"Character",NA
"gave",4,FALSE,"Character",NA
"him",3,FALSE,"Character",NA
"confidence",10,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"political",9,FALSE,"Character",NA
"heft",4,FALSE,"Character",NA
"la",2,FALSE,"Character",NA
"tribune",7,FALSE,"Character",NA
"inde",4,FALSE,"Character",NA
"narendra",8,FALSE,"Character",NA
"modi",4,FALSE,"Character",NA
"remporte",8,FALSE,"Character",NA
"les",3,FALSE,"Character",NA
"élections",9,FALSE,"Character",NA
"législatives",12,FALSE,"Character",NA
"face",4,FALSE,"Character",NA
"à",1,FALSE,"Character",NA
"une",3,FALSE,"Character",NA
"opposition",10,FALSE,"Character",NA
"grandissante",12,FALSE,"Character",NA
"juin",4,FALSE,"Character",NA
"https",5,FALSE,"Character",NA
"www.latribune.fr",16,FALSE,"Character",NA
"economie",8,FALSE,"Character",NA
"international",13,FALSE,"Character",NA
"inde",4,FALSE,"Character",NA
"narendra",8,FALSE,"Character",NA
"modi",4,FALSE,"Character",NA
"remporte",8,FALSE,"Character",NA
"les",3,FALSE,"Character",NA
"elections",9,FALSE,"Character",NA
"legislatives",12,FALSE,"Character",NA
"face",4,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"une",3,FALSE,"Character",NA
"opposition",10,FALSE,"Character",NA
"grandissante",12,FALSE,"Character",NA
"html",4,FALSE,"Character",NA
"geeta",5,FALSE,"Character",NA
"pandey",6,FALSE,"Character",NA
"india’s",7,FALSE,"Character",NA
"opposition",10,FALSE,"Character",NA
"looked",6,FALSE,"Character",NA
"down",4,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"out",3,FALSE,"Character",NA
"now",3,FALSE,"Character",NA
"they’re",7,FALSE,"Character",NA
"back",4,FALSE,"Character",NA
"bbc",3,FALSE,"Character",NA
"june",4,FALSE,"Character",NA
"https",5,FALSE,"Character",NA
"www.bbc.com",11,FALSE,"Character",NA
"news",4,FALSE,"Character",NA
"articles",8,FALSE,"Character",NA
"cp00jze920eo",12,FALSE,"Character",NA
"ibid",4,FALSE,"Character",NA
"ibid",4,FALSE,"Character",NA
"policy",6,FALSE,"Character",NA
"paper",5,FALSE,"Character",NA
"n",1,FALSE,"Character",NA
"june",4,FALSE,"Character",NA
"retrospective",13,FALSE,"Character",NA
"analysis",8,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"indian",6,FALSE,"Character",NA
"elections",9,FALSE,"Character",NA
"bjp",3,FALSE,"Character",NA
"wins",4,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"general",7,FALSE,"Character",NA
"elections",9,FALSE,"Character",NA
"against",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"strengthening",13,FALSE,"Character",NA
"opposition",10,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"bloc",4,FALSE,"Character",NA
"undoubtedly",11,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"congress",8,FALSE,"Character",NA
"has",3,FALSE,"Character",NA
"regained",8,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"mojo",4,FALSE,"Character",NA
"be",2,FALSE,"Character",NA
"it",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"formation",9,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"india",5,FALSE,"Character",NA
"bloc",4,FALSE,"Character",NA
"rahul",5,FALSE,"Character",NA
"gandhi’s",8,FALSE,"Character",NA
"yatras",6,FALSE,"Character",NA
"mallikarjun",11,FALSE,"Character",NA
"kharge’s",8,FALSE,"Character",NA
"leadership",10,FALSE,"Character",NA
"jairam",6,FALSE,"Character",NA
"ramesh’s",8,FALSE,"Character",NA
"communication",13,FALSE,"Character",NA
"controls",8,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"determined",10,FALSE,"Character",NA
"campaigning",11,FALSE,"Character",NA
"by",2,FALSE,"Character",NA
"priyanka",8,FALSE,"Character",NA
"gandhi",6,FALSE,"Character",NA
"or",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"congress",8,FALSE,"Character",NA
"digital",7,FALSE,"Character",NA
"campaign",8,FALSE,"Character",NA
"which",5,FALSE,"Character",NA
"has",3,FALSE,"Character",NA
"now",3,FALSE,"Character",NA
"begun",5,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"match",5,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"bjp",3,FALSE,"Character",NA
"tweet",5,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"tweet",5,FALSE,"Character",NA
"according",9,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"younger",7,FALSE,"Character",NA
"party",5,FALSE,"Character",NA
"leaders16",9,FALSE,"Character",NA
"these",5,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"much",4,FALSE,"Character",NA
"more",4,FALSE,"Character",NA
"have",4,FALSE,"Character",NA
"yielded",7,FALSE,"Character",NA
"huge",4,FALSE,"Character",NA
"electoral",9,FALSE,"Character",NA
"dividends",9,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"grand",5,FALSE,"Character",NA
"old",3,FALSE,"Character",NA
"party",5,FALSE,"Character",NA
"even",4,FALSE,"Character",NA
"if",2,FALSE,"Character",NA
"we",2,FALSE,"Character",NA
"have",4,FALSE,"Character",NA
"not",3,FALSE,"Character",NA
"succeeded",9,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"forming",7,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"government",10,FALSE,"Character",NA
"at",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"centre",6,FALSE,"Character",NA
"we",2,FALSE,"Character",NA
"have",4,FALSE,"Character",NA
"fought",6,FALSE,"Character",NA
"a",1,FALSE,"Character",NA
"good",4,FALSE,"Character",NA
"fight",5,FALSE,"Character",NA
"and",3,FALSE,"Character",NA
"are",3,FALSE,"Character",NA
"very",4,FALSE,"Character",NA
"much",4,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"reckoning",9,FALSE,"Character",NA
"politically",11,FALSE,"Character",NA
"said",4,FALSE,"Character",NA
"former",6,FALSE,"Character",NA
"maharashtra",11,FALSE,"Character",NA
"chief",5,FALSE,"Character",NA
"minister",8,FALSE,"Character",NA
"prithviraj",10,FALSE,"Character",NA
"chavan17",8,FALSE,"Character",NA
"but",3,FALSE,"Character",NA
"he",2,FALSE,"Character",NA
"added",5,FALSE,"Character",NA
"it",2,FALSE,"Character",NA
"is",2,FALSE,"Character",NA
"time",4,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"party",5,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"make",4,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"presence",8,FALSE,"Character",NA
"felt",4,FALSE,"Character",NA
"in",2,FALSE,"Character",NA
"parliament",10,FALSE,"Character",NA
"some",4,FALSE,"Character",NA
"challenges",10,FALSE,"Character",NA
"for",3,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"party",5,FALSE,"Character",NA
"however",7,FALSE,"Character",NA
"remain",6,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"principal",9,FALSE,"Character",NA
"issue",5,FALSE,"Character",NA
"is",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"revamp",6,FALSE,"Character",NA
"of",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"organization",12,FALSE,"Character",NA
"this",4,FALSE,"Character",NA
"many",4,FALSE,"Character",NA
"feel",4,FALSE,"Character",NA
"will",4,FALSE,"Character",NA
"be",2,FALSE,"Character",NA
"the",3,FALSE,"Character",NA
"biggest",7,FALSE,"Character",NA
"impediment",10,FALSE,"Character",NA
"to",2,FALSE,"Character",NA
"its",3,FALSE,"Character",NA
"revival",7,FALSE,"Character",NA
"there",5,FALSE,"Character",NA
"has",3,FALSE,"Character",NA
"been",4,FALSE,"Character",NA
"very",4,FALSE,"Character",NA
